Event,Year,Rider,Position,Cap/Bib,Class,Days,Hours,Minutes,Result,Bike,Data Source,Category,Finish Location,Notes,Slug
Transcontinental Race,2018,Christopher Murkin,44,129,Solo,13,20,21,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,David Sherrington,45,77,Solo,13,20,49,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Rob McRitchie,46,39,Solo,13,22,8,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Constantin Schtt,47,84,Solo,13,22,10,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Tom Probert,48,135,Solo,13,22,30,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Andrea De Gruttola,49,6,Solo,13,22,45,Finished,Traditional/Geared,TCR Website,Women,,,transcontinental-race
Transcontinental Race,2018,Rodrigue Lombard,50,110,Solo,14,2,17,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Loc Nys Taymans,51,17,Solo,14,2,57,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Andreas Hauser,52,85,Solo,14,4,16,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Mark Charles,53,99,Solo,14,4,39,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Daniel Nash,54,30,Solo,14,6,25,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Luca Somm,1,259a,Pair,14,8,23,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Oliver Bieri,1,259b,Pair,14,8,23,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Anisa Aubin,55,21,Solo,14,9,0,Finished,Traditional/Geared,TCR Website,Women,,,transcontinental-race
Transcontinental Race,2018,Charles Christiansen,2,256a,Pair,14,9,25,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Nico Deportago-Cabrera,2,256b,Pair,14,9,25,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Stuart White,56,194,Solo,14,11,20,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Douglas Thomson,57,147,Solo,14,12,34,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Hegedus Adrian,58,80,Solo,14,13,2,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Joseph Dorsett,59,165,Solo,14,18,21,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Malte Hager,60,36,Solo,14,19,52,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Paul Alderson,61,219,Solo,14,20,19,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Thomas Jacquelinet,62,41,Solo,14,20,30,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Anton Lindberg,3,251a,Pair,14,20,47,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Amy Lippe,3,251b,Pair,14,20,47,Finished,Traditional/Geared,TCR Website,Women,,,transcontinental-race
Transcontinental Race,2018,Lieuwe Medema,63,3,Solo,14,21,57,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Karolina Maciejewska,64,63,Solo,14,22,21,Finished,Traditional/Geared,TCR Website,Women,,,transcontinental-race
Transcontinental Race,2018,Jakub Dvořák,65,218,Solo,14,23,0,Finished,Traditional/Geared,TCR Website,Men,,,transcontinental-race
Transcontinental Race,2018,Johanna Jahnke,4,255a,Pair,15,0,28,Finished,Traditional/Geared,TCR Website,Women,,,transcontinental-race
